statement,source,veracity,date,lemmas
"""Ten years ago, John McCain offered a bill that said he would ban a candidate from paying registered lobbyists.""",Barack Obama,1,2008-05-23,year ago john mccain offer bill ban candidate pay register lobbyist
"""Privatizing Social Security was a bad idea when George W. Bush proposed it. It's a bad idea today. Sen. McCain's campaign went even further ... suggesting ... to cut cost-of-living adjustments or to raise the retirement age.""",Barack Obama,0,2008-05-22,privatize social security bad idea george bush propose bad idea today mccain campaign far suggest cut cost living adjustment raise retirement age
"John McCain, ""one of the richest people in a Senate filled with millionaires,"" says the solution to the housing crisis is for people to get a ""second job"" and ""skip their vacations.""",MoveOn.org,0,2008-05-22,john mccain rich people senate fill millionaire solution housing crisis people second job skip vacation
"""Sen. Obama has declared, and repeatedly reaffirmed his intention to meet the president of Iran without any preconditions.""",John McCain,1,2008-05-21,obama declare repeatedly reaffirm intention meet president iran precondition
"Iran ""might not be a superpower, but the threat the government of Iran poses is anything but 'tiny,'"" as Obama says.",John McCain,0,2008-05-21,iran superpower threat government iran pose tiny obama
"John McCain ""is one of the few senators of either party who oppose this bill (to expand education aid for veterans) because he thinks it's too generous.""",Barack Obama,0,2008-05-19,john mccain senator party oppose bill expand education aid veteran think generous
"""NATO hasn't provided enough troops (in Afghanistan) because they are still angry about us going into Iraq.""",Barack Obama,1,2008-05-19,nato provide troop afghanistan angry iraq
"""Obama himself voted against funding our nation's veterans and troops in the field during a time of war.""",John McCain,1,2008-05-19,obama vote fund nation veteran troop field time war
"""The White House is won in the swing states, and I am winning the swing states.""",Hillary Clinton,0,2008-05-16,white house win swing state i win swing state
"McCain sought the political support of minister John Hagee, ""who believes Hurricane Katrina was God's punishment for gay rights and called the Catholic Church 'the Antichrist' and a 'false cult.'""",MoveOn.org,1,2008-05-15,mccain seek political support minister john hagee believe hurricane katrina god punishment gay right catholic church antichrist false cult
"""They (Clinton and Obama) have never to my knowledge been involved in legislation nor hearings nor engagement on this issue (climate change).""",John McCain,0,2008-05-14,clinton obama knowledge involve legislation hearing engagement issue climate change
"""Clinton's former pastor convicted of child molestation.""",Bloggers,0,2008-05-14,clinton pastor convict child molestation
"Eliminating earmarks ""would make barely a drop in the bucket with regard to the national debt, the deficit.""",Bob Barr,1,2008-05-13,eliminate earmark barely drop bucket regard national debt deficit
"Says Obama called Israel ""a constant sore"" that infects U.S. foreign policy.",John Boehner,0,2008-05-13,obama israel constant sore infect foreign policy
"""We borrow money from the Chinese to buy oil from the Saudis.""",Hillary Clinton,1,2008-05-12,borrow money chinese buy oil saudis
"""It is just a fact that Hamas, apparently the North American spokesperson, is endorsing Senator Obama.""",John McCain,1,2008-05-09,fact hamas apparently north american spokesperson endorse senator obama
"""More people without health care since George Bush took office; more children in poverty since George Bush took office.""",Barack Obama,1,2008-05-08,more people health care george bush office child poverty george bush office
"""Clinton aides admit it (a gas tax holiday) won't do much for you – but would help her politically.""",Barack Obama,0,2008-05-07,clinton aide admit gas tax holiday wo help politically
"""For what we spend in just one week in Iraq, 800,000 children could get health insurance for an entire year.""",Florida Consumer Action Network,1,2008-05-07,spend week iraq child health insurance entire year
"""My friend, we have increased the size of government by some 40 percent just in the last few years.""",John McCain,1,2008-05-07,friend increase size government percent year
"There are prototype cars that get between 100 and 150 miles per gallon and ""we could have those cars in your garages in a couple of years.""",Hillary Clinton,0,2008-05-06,prototype car mile gallon car garage couple year
"A gas tax holiday ""would at best provide 30 cents a day for three months for a grand total of $28.""",Barack Obama,1,2008-05-06,gas tax holiday good provide cent day month grand total
"""If you are driving on average in America this summer, you'll save — according to Department of Energy figures — about $70.""",Hillary Clinton,0,2008-05-06,drive average america summer save accord department energy figure
"""Obama ... gave almost a million dollars to the (Kenya) opposition campaign who just happened to be his cousin, Raila Odinga.""",Chain email,0,2008-05-02,obama million dollar kenya opposition campaign happen cousin raila odinga
"""His true name is Barak Hussein Muhammed Obama.""",Chain email,0,2008-05-02,true barak hussein muhammed obama
"Tax rates were significantly higher ""in the '40s, the '50s, and the '60s.""",Hillary Clinton,1,2008-05-02,tax rate significantly high
"Every family health insurance policy has ""a $900 hidden tax"" to subsidize health care costs of the uninsured.",Hillary Clinton,1,2008-05-02,family health insurance policy hide tax subsidize health care cost uninsured
"Hillary Clinton advocates ""a freeze on foreclosures. Barack Obama said no.""",Hillary Clinton,1,2008-05-01,hillary clinton advocate freeze foreclosure barack obama
"""A year ago, in March 2007, I called for immediate action to address abuses in the subprime market, and I laid out detailed concrete proposals for how to do so.""",Hillary Clinton,1,2008-05-01,year ago march i immediate action address abuse subprime market i lay detailed concrete proposal
"Obama thinks the national anthem should be ""I'd Like to Teach the World to Sing.""",Chain email,0,2008-04-30,obama think national anthem i like teach world sing
"The Rev. Wright compared ""the United States Marine Corps with Roman legionnaires who were responsible for the death of our Savior.""",John McCain,1,2008-04-30,wright compare united states marine corps roman legionnaire responsible death savior
"Rev. Wright said ""that al-Qaida and the American flag were the same flags.""",John McCain,0,2008-04-30,wright al qaida american flag flag
"McCain says the price of a gas tax ""holiday"" would be about the same as ""a Bridge to Nowhere (or) another pork barrel project.""",John McCain,0,2008-04-30,mccain price gas tax holiday bridge pork barrel project
"""Bill Clinton invited him (the Rev. Wright) to the White House when he was having his personal crises.""",Barack Obama,1,2008-04-25,bill clinton invite wright white house personal crisis
"During the Monica Lewinsky scandal, the Clintons brought the Rev. Jeremiah Wright to the White House for ""spiritual counseling.""",Michael Moore,0,2008-04-25,monica lewinsky scandal clintons bring jeremiah wright white house spiritual counseling
"Says Obama flip-flopped on a gas-tax ""holiday.""",Republican National Committee,0,2008-04-24,obama flip flop gas tax holiday
"Obama ""supports hate-crimes expansion ... potentially putting churches at risk if they preach the truth about homosexuality.""",Focus on the Family Action,0,2008-04-23,obama support hate crime expansion potentially church risk preach truth homosexuality
"""As a state senator, he (Obama) even refused to support a measure to stop sex businesses from opening near schools or places of worship!""",Focus on the Family Action,1,2008-04-23,state senator obama refuse support measure stop sex business open near school place worship
"Denies that he said the Obama campaign ""played the race card.""",Bill Clinton,0,2008-04-22,deny obama campaign play race card
"Barack Obama's health care plan ""will cost taxpayers $1,700 more to cover each new person.""",Hillary Clinton,0,2008-04-21,barack obama health care plan cost taxpayer cover new person
"After Reagan took office, ""we didn't raise taxes and we didn't cut entitlements. What we did was we cut taxes.""",John McCain,0,2008-04-18,reagan office raise taxis cut entitlement cut taxis
"""I have never said that I don't wear flag pins or refuse to wear flag pins.""",Barack Obama,0,2008-04-18,i i wear flag pin refuse wear flag pin
"""Hillary Clinton has taken over $800,000 from lobbyists.""",Barack Obama,1,2008-04-17,hillary clinton lobbyist
"""Barack Obama accepted $200,000 from executives and employees of oil companies.""",Hillary Clinton,1,2008-04-17,barack obama accept executive employee oil company
"Barack Obama is ""the only candidate who doesn't take a dime from oil company PACs or lobbyists.""",Barack Obama,1,2008-04-17,barack obama candidate dime oil company pac lobbyist
Hillary Clinton and Barack Obama want to raise taxes on all income brackets.,Chain email,0,2008-04-17,hillary clinton barack obama want raise taxis income bracket
"Hillary Clinton and Barack Obama want to raise capital gains taxes, which apply to home sales.",Chain email,0,2008-04-16,hillary clinton barack obama want raise capital gain taxis apply home sale
"Obama served on a board with former Weather Underground member William Ayers and ""that relationship with Mr. Ayers on this board continued after 9/11.""",Hillary Clinton,1,2008-04-16,obama serve board weather underground member william ayers relationship ayers board continue
"If the U.S. stops adding to the Strategic Petroleum Reserve, it ""will lessen worldwide demand for oil"" and reduce prices.",John McCain,0,2008-04-16,stop add strategic petroleum reserve lessen worldwide demand oil reduce price
"""Again today (Ahmadinejad) made light of 9/11, and said that he's not even sure it happened and that people actually died.""",Hillary Clinton,1,2008-04-16,today ahmadinejad light sure happen people actually die
"The United States is ""seeing greater income inequality now than any time since the 1920s.""",Barack Obama,1,2008-04-16,united states great income inequality time
Says she is the subject of 60 books.,Hillary Clinton,1,2008-04-16,subject book
"""He's promising four more years of an administration that will push for the privatization of Social Security...""",Barack Obama,0,2008-04-16,promise year administration push privatization social security
"""I'm the product of a mixed marriage that would have been illegal in 12 states when I was born.""",Barack Obama,1,2008-04-15,i product mixed marriage illegal state i bear
"""Among his (Obama's) pet projects is a bill ... which would commit the U.S. to spending 0.7 percent of gross national product on foreign aid.""",Focus on the Family Action,0,2008-04-15,obama pet project bill commit spend percent gross national product foreign aid
"Obama supports ""teaching schoolchildren — in 2nd grade, no less — about homosexual relationships.""",Focus on the Family Action,0,2008-04-15,obama support teach schoolchildren grade homosexual relationship
"Democrats' budget resolution would raise America's tax bill by ""$500-billion.""",John McCain,0,2008-04-14,democrats budget resolution raise america tax bill billion
"""Hillary (Clinton), one time late at night when she was exhausted, misstated and immediately apologized for it, what happened to her in Bosnia in 1995.""",Bill Clinton,0,2008-04-11,hillary clinton time late night exhaust misstate immediately apologize happen bosnia
"""My husband didn't wrap up the nomination until June.""",Hillary Clinton,0,2008-04-09,husband wrap nomination june
"""The Children's Defense Fund rated McCain as the worst senator in Congress for children.""",MoveOn.org,1,2008-04-08,children defense fund rate mccain bad senator congress child
"""John McCain voted against establishing a national holiday in honor of Dr. Martin Luther King, Jr.""",MoveOn.org,1,2008-04-08,john mccain vote establish national holiday honor martin luther king
"""McCain opposes a woman's right to choose.""",MoveOn.org,1,2008-04-08,mccain oppose woman right choose
"""I actually started criticizing the war in Iraq before (Obama) did.""",Hillary Clinton,0,2008-04-07,i actually start criticize war iraq obama
"As first lady, Clinton would travel to places that were ""too small, too poor or too dangerous"" for the president.",Hillary Clinton,0,2008-04-04,lady clinton travel place small poor dangerous president
"Hillary Clinton's international travels included ""no serious diplomacy.""",Dick Morris,0,2008-04-04,hillary clinton international travel include diplomacy
"Obama ""has no experience or background at all in national security affairs.""",John McCain,0,2008-04-03,obama experience background national security affair
"""According to The Book of Revelations the anti-christ ... will be a man, in his 40s, of MUSLIM descent ... is it OBAMA??""",Chain email,0,2008-04-02,accord book revelation anti christ man muslim descent obama
"""Iraq is costing each household about $100 a month.""",Barack Obama,1,2008-04-01,iraq cost household month
Barack Obama has written and co-sponsored more bills in three years than Hillary Clinton has in seven.,Chain email,0,2008-03-28,barack obama write co sponsor bill year hillary clinton seven
"Obama spent ""40 percent of the PAC money, 43 percent to be exact, on Iowa, New Hampshire, Nevada and South Carolina politicians.""",Bill Clinton,1,2008-03-27,obama spend percent pac money percent exact iowa new hampshire nevada south carolina politician
"""(Obama) did accept donations from lobbyists and PACs and he spent money in this campaign from that, through his political action committee.""",Bill Clinton,1,2008-03-27,obama accept donation lobbyist pac spend money campaign political action committee
"""I am a candidate. I have not withdrawn.""",Mike Gravel,1,2008-03-26,i candidate i withdraw
"""I remember landing under sniper fire.""",Hillary Clinton,0,2008-03-25,i remember land sniper fire
"Hillary Clinton and Barack Obama want to raise taxes on dividends, a move that would crash the stock market.",Chain email,0,2008-03-24,hillary clinton barack obama want raise taxis dividend crash stock market
"Obama says America is great, but let's ""try to change it.""",Bloggers,0,2008-03-24,obama america great let try change
"The Jewish holiday Purim is ""their version of Halloween here.""",John McCain,0,2008-03-20,jewish holiday purim version halloween
"It's ""common knowledge"" that al-Qaida is receiving training from Iran.",John McCain,0,2008-03-19,common knowledge al qaida receive training iran
"John McCain and George Bush have ""absolutely no plan for universal health care.""",Campaign to Defend America,1,2008-03-17,john mccain george bush absolutely plan universal health care
"McCain and Bush are millionaires who are ""for tax cuts for millionaires.""",Campaign to Defend America,1,2008-03-17,mccain bush millionaire tax cut millionaire
Both McCain and Bush favor tax breaks for oil companies.,Campaign to Defend America,0,2008-03-17,mccain bush favor tax break oil company
"John McCain and George W. Bush want to spend ""a trillion dollars in Iraq over the next 10 years.""",Campaign to Defend America,1,2008-03-17,john mccain george bush want spend trillion dollar iraq year
"""The board of a nonprofit organization on which Obama served as a paid director ... granted funding to a controversial Arab group.""",Tennessee Republican Party,0,2008-03-14,board nonprofit organization obama serve pay director grant funding controversial arab group
"""You don't even have to go outside Obama's campaign to find advisers who are anti-Israel.""",Tennessee Republican Party,0,2008-03-14,outside obama campaign find adviser anti israel
Obama says Clinton in 2002 suggested there was a connection between al-Qaida and the Iraqi government.,Barack Obama,1,2008-03-12,obama clinton suggest connection al qaida iraqi government
"Obama voted for ""tax subsidies and giveways"" that have slowed oil companies from pursuing clean energy sources.",Hillary Clinton,0,2008-03-12,obama vote tax subsidy giveway slow oil company pursue clean energy source
"""We've won twice as many states. We've won a greater share of the popular vote.""",Barack Obama,1,2008-03-10,win twice state win great share popular vote
"""I negotiated open borders to let fleeing refugees into safety from Kosovo.""",Hillary Clinton,0,2008-03-10,i negotiate open border let flee refugee safety kosovo
"""I've spent 20 years devoted to working on behalf of families who are having a tough time and are seeking out the American dream.""",Barack Obama,1,2008-03-07,i spend year devoted work behalf family tough time seek american dream
"""We are bogged down in a war that John McCain now suggests might go on for another 100 years.""",Barack Obama,0,2008-03-05,bogge war john mccain suggest year
"""John McCain says it's okay with him if the U.S. spends the next thousand years in Iraq.""",VoteVets.org,1,2008-03-05,john mccain okay spend thousand year iraq
"John McCain has ""a consistent pattern of ducking important environmental votes.""",Sierra Club,0,2008-03-04,john mccain consistent pattern duck important environmental vote
"""I committed to public financing; (Obama) committed to public financing.""",John McCain,1,2008-03-03,i commit public financing obama commit public financing
Says Clinton did not read the National Intelligence Estimate before voting for the Iraq war.,Barack Obama,1,2008-03-03,clinton read national intelligence estimate vote iraq war
"Obama ""only wants your children to have health insurance.""",Hillary Clinton,0,2008-02-29,obama want child health insurance
"""When we've got CEOs making more in 10 minutes than ordinary workers are making in a year ... then something is wrong.""",Barack Obama,1,2008-02-28,ceo minute ordinary worker year wrong
"Obama ""basically threatened to bomb Pakistan.""",Hillary Clinton,0,2008-02-27,obama basically threaten bomb pakistan
"""Could I just point out that ... I seem to get the first question all the time?""",Hillary Clinton,1,2008-02-27,i point i question time
"""He (Obama) chairs the subcommittee on Europe. ... He's held not one substantive hearing to do oversight.""",Hillary Clinton,1,2008-02-27,he obama chair subcommittee europe hold substantive hearing oversight
"Clinton said ""great things about NAFTA until she started running for president.""",Barack Obama,1,2008-02-25,clinton great thing nafta start run president
"""Hillary Clinton believed NAFTA was a 'boon' to our economy.""",Barack Obama,0,2008-02-25,hillary clinton believe nafta boon economy
"""As has been noted by many observers, including Bill Clinton's former secretary of labor, my plan does more than anybody to reduce costs.""",Barack Obama,0,2008-02-22,note observer include bill clinton secretary labor plan anybody reduce cost
"""We send a billion dollars to foreign countries every day because of our addiction to foreign oil.""",Barack Obama,1,2008-02-22,send billion dollar foreign country day addiction foreign oil
"He's been endorsed by ""every major newspaper here in the state of Texas.""",Barack Obama,1,2008-02-22,endorse major newspaper state texas
"""We have seen hate crimes skyrocket in the wake of the immigration debate.""",Barack Obama,1,2008-02-22,hate crime skyrocket wake immigration debate
"""Barack Obama loves Che Guevara.""",Bloggers,0,2008-02-22,barack obama love che guevara
"Obama ""suggested bombing Pakistan.""",John McCain,0,2008-02-21,obama suggest bomb pakistan
"Says the difference between her and Barack Obama is ""about 35 years of experience.""",Hillary Clinton,0,2008-02-19,difference barack obama year experience
"""I have 35 years' experience making change.""",Hillary Clinton,1,2008-02-19,i year experience change
"""Hillary interned with Bob Treuhaft, the head of the California Communist Party.""",Chain email,0,2008-02-15,hillary intern bob treuhaft head california communist party
"""Hillary's main extracurricular activity in law school was helping the Black Panthers, on trial in Connecticut for torturing and killing a federal agent.""",Chain email,0,2008-02-15,hillary main extracurricular activity law school help black panthers trial connecticut torture kill federal agent
"""She flunked the D.C. bar exam.""",Chain email,1,2008-02-15,flunk bar exam
"John McCain ""said publicly that Hillary Clinton would make a good president.""",James Dobson,1,2008-02-14,john mccain publicly hillary clinton good president
"RNC version of a Hillary Clinton valentine: ""Roses are red, violets are blue, I'll raise your taxes and there is nothing you can do.""",Republican National Committee,0,2008-02-14,rnc version hillary clinton valentine rose red violet blue i raise taxis
"Hillary Clinton ""has the only health care plan that covers every American.""",Hillary Clinton,1,2008-02-13,hillary clinton health care plan cover american
"""I have something in common with my husband. He never carried caucuses either. He lost all of the ones that I've lost.""",Hillary Clinton,1,2008-02-13,i common husband carry caucus lose i lose
"""Senator Obama has, in fact, never had a serious Republican challenger.""",Hillary Clinton,1,2008-02-12,senator obama fact republican challenger
"""Everything I have said (on the campaign trail) has been factually accurate.""",Bill Clinton,0,2008-02-12,i campaign trail factually accurate
"Barack Obama said ""he's going to attack Pakistan and embrace (Iranian President Mahmoud) Ahmadinejad.""",George W. Bush,0,2008-02-12,barack obama attack pakistan embrace iranian president mahmoud ahmadinejad
"""8 years of the Clintons, major losses for Democrats across the nation.""",Barack Obama,1,2008-02-11,year clintons major loss democrats nation
"Hillary Clinton ""starts off with 47 percent of the country against her.""",Barack Obama,1,2008-02-11,hillary clinton start percent country
"""She said, you know, 'I voted for it, but I hoped it wouldn't pass.' That was a quote on live TV.""",Barack Obama,0,2008-02-11,know i vote i hope pass quote live tv
"Americans ""have never paid more for gas at the pump.""",Barack Obama,0,2008-02-11,americans pay gas pump
"""The last six polls, including this week's Time magazine, show that I beat John McCain by six or seven points.""",Barack Obama,1,2008-02-11,poll include week time magazine i beat john mccain seven point
"""I'm the only Republican who has gotten endorsements in this presidential race from major labor unions...""",Mike Huckabee,1,2008-02-08,i republican endorsement presidential race major labor union
"""While others place their hands over their hearts, Obama turns his back to the flag and slouches.""",Chain email,0,2008-02-08,place hand heart obama turn flag slouch
"""When I was in college, we used to take a popcorn popper . . . and we would fry squirrel.""",Mike Huckabee,1,2008-02-07,i college use popcorn popper fry squirrel
"""One man sacrificed for his country. One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth. One man stands up to the special interests.""",John McCain,1,2008-02-07,man sacrifice country man oppose flawed strategy iraq man courage change man play politic truth man stand special interest
"""Sen. Obama has always had a 100 percent prochoice rating.""",Barack Obama,1,2008-02-06,obama percent prochoice rating
"In the Illinois Legislature, Barack Obama ""voted 'present,' instead of yes or no"" on seven votes involving abortion rights.",Hillary Clinton,1,2008-02-06,illinois legislature barack obama vote present instead yes seven vote involve abortion right
"In the Florida Republican primary, ""we got a very large percentage of the, quote, conservative vote.""",John McCain,0,2008-02-05,florida republican primary large percentage quote conservative vote
"""George Bush sent people to war without body armor.""",Hillary Clinton,1,2008-02-04,george bush send people war body armor
"John McCain ""voted against the Bush tax cuts, both times.""",Citizens United Political Victory Fund,1,2008-02-04,john mccain vote bush tax cut time
"""In her short time in the United States Senate, the senator from New York, Senator Clinton, got $500-million worth of pork barrel projects.""",John McCain,1,2008-02-04,short time united states senate senator new york senator clinton million worth pork barrel project
"John McCain has said the economy is ""not his strong suit.""",Mitt Romney,1,2008-02-04,john mccain economy strong suit
"""(John McCain) was even mentioned as a running mate with John Kerry.""",Citizens United Political Victory Fund,1,2008-02-04,john mccain mention running mate john kerry
"Hillary Clinton ""agrees with (John McCain) in embracing the Bush-Cheney policy of not talking to leaders we don't like.""",Barack Obama,0,2008-02-01,hillary clinton agree john mccain embrace bush cheney policy talk leader like
"Hillary Clinton ""actually differed with (John McCain) by arguing for exceptions for torture before changing positions.""",Barack Obama,1,2008-02-01,hillary clinton actually differ john mccain argue exception torture change position
"Hillary Clinton ""agreed with (John McCain) on voting for the war in Iraq.""",Barack Obama,1,2008-02-01,hillary clinton agree john mccain vote war iraq
"Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""",Barack Obama,1,2008-02-01,hillary clinton agree john mccain vote george bush benefit doubt iran
"Romney left Massachusetts ""with a $245-million debt because of the big government-mandated health care system.""",John McCain,0,2008-01-31,romney leave massachusetts million debt big government mandate health care system
"Mitt Romney wants ""to set a date for withdrawal"" from Iraq.",John McCain,0,2008-01-31,mitt romney want set date withdrawal iraq
"""Every billion dollars we spend on highway construction results in 47,500 jobs. But the fact is the average American is sitting in traffic 38 hours a year.""",Mike Huckabee,0,2008-01-31,billion dollar spend highway construction result job fact average american sit traffic hour year
"""He told gay organizers in Massachusetts he would be a stronger advocate for special rights than even Ted Kennedy.""",John McCain,1,2008-01-31,tell gay organizer massachusetts strong advocate special right ted kennedy
"""Two-thirds of our economy is a consumer economy.""",Mitt Romney,1,2008-01-30,economy consumer economy
"""Gasoline would rise in price by approximately 50 cents a gallon"" if the McCain-Lieberman bill became law.",Mitt Romney,0,2008-01-28,gasoline rise price approximately cent gallon mccain lieberman bill law
"Romney used to favor gun control, and said he didn't want to go back to Reagan-Bush.",John McCain,1,2008-01-28,romney use favor gun control want reagan bush
"Said he's the only Republican candidate ""who's actually turned around a government economy.""",Rudy Giuliani,1,2008-01-28,republican candidate actually turn government economy
"Mitt Romney previously believed ""that abortion should be safe and legal in this country."" Now he is ""prolife.""",John McCain,1,2008-01-28,mitt romney previously believe abortion safe legal country prolife
"""Now, I also support the Bush tax cuts. Sen. McCain voted against them originally. He now believes they should be made permanent. I'm glad he agrees they should be made permanent.""",Mitt Romney,1,2008-01-27,i support bush tax cut mccain vote originally believe permanent i glad agree permanent
"""I was pretty proud of being the only guy on the stage that ever had a job in the private sector.""",Mitt Romney,0,2008-01-25,i pretty proud guy stage job private sector
"""The 1990s were a time of prosperity. We created more than 22-million new jobs, moved 8-million people out of poverty, and turned our economy around.""",Bill Clinton,1,2008-01-25,time prosperity create million new job million people poverty turn economy
"""We have more coal reserves in the United States than they have oil reserves in Saudi Arabia.""",Rudy Giuliani,1,2008-01-25,coal reserve united states oil reserve saudi arabia
Says he was the only Republican candidate at a prior debate who said lower-income workers were being hurt by the economy.,Mike Huckabee,0,2008-01-24,republican candidate prior debate low income worker hurt economy
"""I won the majority of the Republican vote in both New Hampshire and South Carolina.""",John McCain,0,2008-01-24,i win majority republican vote new hampshire south carolina
"""When the Fair Tax becomes law, it will be like waving a magic wand releasing us from pain and unfairness.""",Mike Huckabee,0,2008-01-23,fair tax law like wave magic wand release pain unfairness
Barack Obama's church gave a lifetime achievement award to Louis Farrakhan.,Chain email,1,2008-01-23,barack obama church lifetime achievement award louis farrakhan
"Obama ""remains silent"" and ""is never asked how he feels about his church honoring Farrakhan.""",Chain email,0,2008-01-23,obama remain silent ask feel church honor farrakhan
"""I was fighting against those (Republican) ideas when you were practicing law and representing your contributor, Rezko, in his slum landlord business in inner city Chicago.""",Hillary Clinton,0,2008-01-22,i fight republican idea practice law represent contributor rezko slum landlord business inner city chicago
"""I know that Hillary on occasion has said — just last year said this (NAFTA) was a boon to the economy.""",Barack Obama,0,2008-01-22,i know hillary occasion year nafta boon economy
"""While I was working on those streets watching those folks see their jobs shift overseas, you were a corporate lawyer sitting on the board at Wal-Mart.""",Barack Obama,1,2008-01-22,i work street watch folk job shift overseas corporate lawyer sit board wal mart
"""If you are African-American in this country today, you are likely to have a net worth of about 10 percent of what white families have.""",John Edwards,1,2008-01-22,african american country today likely net worth percent white family
"Obama said that ""since 1992, the Republicans have had all the good ideas...""",Bill Clinton,0,2008-01-21,obama republicans good idea
"""He reformed welfare before others tried.""",Rudy Giuliani,0,2008-01-18,reform welfare try
"""And delivered more tax relief than the other Republicans combined.""",Rudy Giuliani,1,2008-01-18,deliver tax relief republicans combine
"""I don't have lobbyists running my campaign.""",Mitt Romney,0,2008-01-18,i lobbyist run campaign
"""Barack (Obama) has one of his biggest supporters in terms of funding, the Exelon Corporation, which has spent millions of dollars trying to make Yucca Mountain the waste depository.""",Hillary Clinton,1,2008-01-18,barack obama big supporter term funding exelon corporation spend million dollar try yucca mountain waste depository
"""And he's the only candidate who will fight for a national catastrophe fund to reduce insurance rates.""",Rudy Giuliani,1,2008-01-18,candidate fight national catastrophe fund reduce insurance rate
"Says McCain was a ""Hanoi Hilton songbird"" who collaborated with the enemy.",Vietnam Veterans Against John McCain,0,2008-01-17,mccain hanoi hilton songbird collaborate enemy
"""So that 2005 energy bill was a big step backwards on the path to clean, renewable energy.  That's why I voted against it.""",Hillary Clinton,0,2008-01-16,energy bill big step backwards path clean renewable energy i vote
"""I'm proud of the fact that I've raised more money from small donors than anybody else, and that we're getting $25, $50, $100 donations, and we've done very well doing it that way.""",Barack Obama,1,2008-01-16,i proud fact i raise money small donor anybody donation way
"""You know, Sen. McCain said the other day that we might have troops (in Iraq) for 100 years...""",Hillary Clinton,1,2008-01-16,know mccain day troop iraq year
"""The fact is it's not amnesty.""",John McCain,1,2008-01-15,fact amnesty
"""I have never asked for nor received a single earmark or pork barrel project for my state.""",John McCain,0,2008-01-15,i ask receive single earmark pork barrel project state
"""(My dad) used to campaign against the gas-guzzling dinosaurs.""",Mitt Romney,1,2008-01-15,dad use campaign gas guzzle dinosaur
"""I took on the worst road system in the country, according to Trucker's magazine. When I left, they said it was the most improved road system in the country.""",Mike Huckabee,1,2008-01-11,i bad road system country accord trucker magazine i leave improve road system country
"""(Ronald Reagan) raised taxes a billion dollars in his first year as governor of California.""",Mike Huckabee,1,2008-01-11,ronald reagan raise taxis billion dollar year governor california
"""I supported (the surge), I argued for it. I'm the only one on this stage that did.""",John McCain,0,2008-01-11,i support surge i argue i stage
"The church Barack Obama belongs to has a ""nonnegotiable commitment to Africa.""",Chain email,1,2008-01-11,church barack obama belong nonnegotiable commitment africa
The church Barack Obama belongs to only admits black people.,Chain email,0,2008-01-11,church barack obama belong admit black people
"Barack Obama's middle name is Mohammed and he's a ""covert"" Muslim.",Chain email,0,2008-01-11,barack obama middle mohammed covert muslim
"""We haven't built a refinery, I think, in 30 years.""",Rudy Giuliani,0,2008-01-10,build refinery i think year
"Says Time magazine called him ""one of America's best governors.""",Mike Huckabee,1,2008-01-10,time magazine america good governor
"The Mormon religion has ""a plan that will see the Constitution thrown out and replaced by a theocracy.""",Freedom Defense Advocates,0,2008-01-08,mormon religion plan constitution throw replace theocracy
"""There's not a major bill I know with Hillary's name on it.""",Joe Biden,1,2008-01-07,major bill i know hillary
"""Mike Huckabee raised taxes on dog groomers!""",Spike the Romney Attack Dog,1,2008-01-07,mike huckabee raise taxis dog groomer
"""Barack Obama hasn't passed any (bills).""",Joe Biden,0,2008-01-07,barack obama pass bill
"""John doesn't have a record in the Senate. John's only passed four bills. They're all about post offices.""",Joe Biden,0,2008-01-07,john record senate john pass bill post office
"Barack Obama ""wants the government to take over health care, spend hundreds of billions of dollars of new money for health insurance for everyone.""",Mitt Romney,0,2008-01-06,barack obama want government health care spend billion dollar new money health insurance
"""There are 7,000 kids in New Hampshire who have health care because I helped to create the Children's Health Insurance Program.""",Hillary Clinton,1,2008-01-06,kid new hampshire health care i help create children health insurance program
"As secretary of the Department of Energy under former President Bill Clinton, ""I created reserves of home heating oil.""",Bill Richardson,1,2008-01-06,secretary department energy president bill clinton i create reserve home heating oil
"""Sen. Obama's chair in New Hampshire is a lobbyist. He lobbies for the drug companies.""",Hillary Clinton,1,2008-01-06,obama chair new hampshire lobbyist lobby drug company
"""I supported the surge when you didn't.""",Mike Huckabee,0,2008-01-06,i support surge
"""Ronald Reagan did amnesty.""",Rudy Giuliani,1,2008-01-06,ronald reagan amnesty
"""I don't describe your plan as amnesty in my ad. I don't call it amnesty.""",Mitt Romney,0,2008-01-06,i describe plan amnesty ad i amnesty
"""Sen. McCain says it was not a mistake to vote against the Bush tax cuts ... but now says the tax cuts need to be made permanent.""",Mitt Romney,1,2008-01-03,mccain mistake vote bush tax cut tax cut need permanent
"""If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.""",Ron Paul,1,2008-01-03,got rid income tax today revenue year ago
"""Mitt Romney says the next president doesn't need foreign policy experience.""",John McCain,1,2008-01-02,mitt romney president need foreign policy experience
"""The fact of the matter is that my colleague from New York, Senator Clinton, there are 50 percent of the American public that say they're not going to vote for her.""",Chris Dodd,1,2008-01-02,fact matter colleague new york senator clinton percent american public vote
"Biden was responsible for ""ending genocide in Bosnia.""",Joe Biden,0,2007-12-31,biden responsible end genocide bosnia
